LotArea,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod,BsmtFinSF,TotalBsmtSF,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,YrSold,SalePrice
8520,OldTown,Norm,1Fam,1Story,6,8,1928,2003,0,624,GasA,Y,1,0,2,1,5,0,Detchd,Unf,2,484,2010,105900
9600,OldTown,Norm,1Fam,2Story,8,9,1900,2003,0,930,GasW,N,2,0,3,1,7,0,Detchd,Unf,1,288,2010,150000
10800,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,686,686,GasA,Y,2,0,4,1,7,0,Detchd,Unf,1,416,2010,139000
9000,OldTown,Norm,1Fam,2Story,8,9,1890,2002,0,346,GasA,Y,3,0,3,1,7,0,Detchd,Unf,2,624,2010,240000
9045,OldTown,Norm,2fmCon,2Story,5,3,1910,1950,0,840,Grav,N,2,0,4,2,12,0,NA,NA,0,0,2010,76500
7407,OldTown,Artery,1Fam,1Story,6,7,1957,1996,600,912,GasA,Y,1,0,2,1,6,0,Attchd,Unf,2,923,2010,149700
7740,OldTown,Norm,1Fam,2Story,4,7,1910,1950,0,622,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,528,2010,125500
11340,OldTown,Norm,2fmCon,2Story,4,6,1885,1950,0,777,GasA,Y,2,0,4,2,11,0,Detchd,Unf,2,560,2010,122500
10560,OldTown,Norm,1Fam,2Story,6,7,1922,1994,283,738,GasA,Y,1,1,2,1,6,0,Detchd,Unf,2,624,2010,140750
5830,BrkSide,Feedr,1Fam,1.5Fin,5,6,1950,1997,788,988,GasA,Y,1,1,3,1,7,0,Detchd,Unf,1,363,2010,128500
7793,BrkSide,Norm,1Fam,2.5Unf,7,7,1922,2005,474,1108,GasA,N,1,1,3,1,8,1,Detchd,Unf,1,315,2010,209500
5000,BrkSide,Feedr,1Fam,1Story,4,7,1925,1950,188,765,GasA,N,1,0,2,1,4,0,Detchd,Unf,1,200,2010,87000
6000,BrkSide,Norm,1Fam,1.5Fin,6,7,1939,1950,452,608,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,240,2010,134000
6000,BrkSide,Norm,1Fam,1.5Fin,6,6,1940,1950,264,572,GasA,Y,1,1,3,1,6,2,Detchd,Unf,2,576,2010,128000
6360,BrkSide,Feedr,1Fam,1.5Fin,5,6,1942,1950,360,835,GasA,Y,1,1,3,1,7,2,Detchd,Unf,1,240,2010,132000
6000,BrkSide,Norm,1Fam,1.5Fin,6,7,1948,1950,300,780,GasA,Y,1,1,3,1,6,0,Detchd,Unf,1,312,2010,139900
6240,BrkSide,Norm,1Fam,1.5Fin,5,7,1936,1980,276,528,GasA,Y,1,0,2,1,5,0,Detchd,Fin,2,624,2010,123900
6240,BrkSide,Norm,1Fam,1.5Fin,5,5,1930,1950,448,928,GasA,Y,2,0,4,1,7,1,Detchd,Unf,2,480,2010,138400
6120,OldTown,Artery,1Fam,1Story,6,5,1923,1950,960,1124,GasA,Y,1,0,2,1,5,1,Detchd,Unf,1,288,2010,109500
10300,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,0,576,GasA,Y,2,0,3,1,9,0,Detchd,Unf,2,480,2010,140000
8094,OldTown,Norm,1Fam,1.5Fin,4,5,1915,1950,0,888,GasA,Y,1,1,4,1,9,1,Detchd,Unf,2,572,2010,149500
12900,OldTown,Norm,1Fam,2Story,6,8,1912,2009,0,780,GasA,Y,1,1,3,1,7,0,NA,NA,0,0,2010,159900
3068,OldTown,Norm,1Fam,2Story,6,8,1920,1993,0,662,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,180,2010,122000
8472,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,104,816,GasA,N,1,0,2,1,5,0,CarPort,Unf,2,516,2010,110000
5600,IDOTRR,Norm,2fmCon,2Story,4,5,1930,1950,0,0,GasA,N,2,0,3,2,7,0,NA,NA,0,0,2010,55000
7630,OldTown,Feedr,2fmCon,2Story,5,9,1900,1996,0,360,GasA,Y,2,0,4,2,8,1,Detchd,Unf,2,672,2010,140000
24090,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,0,1032,GasA,Y,2,0,4,1,10,2,Attchd,Unf,1,349,2010,244400
15263,ClearCr,Feedr,1Fam,1Story,5,5,1959,1959,766,1422,GasA,Y,2,0,3,1,8,2,Attchd,Unf,1,365,2010,173000
10632,ClearCr,Norm,1Fam,1.5Fin,5,3,1917,1950,0,689,GasA,N,1,1,3,1,6,0,Detchd,Unf,1,180,2010,107500
9900,SWISU,Norm,2fmCon,1.5Fin,5,4,1915,1950,1026,1212,GasA,N,1,0,3,1,6,0,NA,NA,0,0,2010,100000
6001,SWISU,Norm,1Fam,1.5Fin,6,5,1940,1950,368,600,GasA,N,1,0,3,1,5,0,Detchd,Unf,1,231,2010,95000
6449,SWISU,Norm,1Fam,2Story,4,1,1907,1950,73,707,GasW,N,1,1,4,1,7,0,NA,NA,0,0,2010,93369
6048,SWISU,Artery,2fmCon,1.5Fin,5,7,1910,1950,736,856,GasA,Y,2,0,2,2,7,1,Detchd,Unf,2,450,2010,114900
6342,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,0,780,GasA,N,1,0,2,1,6,0,NA,NA,0,0,2010,94000
10773,Sawyer,Norm,Duplex,1Story,4,3,1967,1967,704,1832,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2010,136000
10778,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,0,1768,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2010,136500
11625,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,841,1039,GasA,Y,1,1,3,1,6,0,Attchd,Unf,2,504,2010,131500
11341,Sawyer,Norm,1Fam,1Story,5,6,1957,1996,1302,1392,GasA,Y,1,1,3,1,5,1,Detchd,Unf,2,528,2010,121500
8521,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,842,912,GasA,Y,1,0,3,1,5,1,Detchd,Unf,1,336,2010,125000
8246,Sawyer,Norm,1Fam,1Story,5,8,1968,2001,188,1060,GasA,Y,1,0,3,1,6,1,Attchd,Unf,1,270,2010,154000
7800,Sawyer,Norm,1Fam,1Story,5,7,1966,2008,240,864,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,416,2010,137900
9364,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,371,663,GasA,Y,1,1,4,1,7,0,Attchd,Fin,1,299,2010,158000
7832,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,775,864,GasA,Y,1,0,2,1,4,0,Detchd,Unf,1,280,2010,137250
7424,Sawyer,Norm,Duplex,SFoyer,5,5,1978,1978,1319,1319,GasA,Y,1,0,3,1,5,2,Attchd,Fin,2,591,2010,160250
11227,Sawyer,Norm,1Fam,2Story,5,5,1968,1968,267,720,GasA,Y,1,1,4,1,7,2,Attchd,Unf,2,480,2010,163000
11616,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,438,672,GasA,Y,2,1,3,1,6,1,Attchd,Fin,2,440,2010,158900
14000,ClearCr,Norm,1Fam,2Story,7,5,1996,1997,1201,1306,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,533,2010,328000
20062,ClearCr,Norm,1Fam,1Story,7,7,1977,2001,1092,1420,GasA,Y,1,1,1,1,4,2,Attchd,RFn,2,690,2010,270000
9259,Sawyer,Feedr,1Fam,1Story,4,4,1927,1950,0,660,GasA,N,1,0,2,1,4,0,Detchd,Unf,2,440,2010,85000
9600,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,442,1067,GasA,Y,2,0,2,1,4,0,Attchd,Unf,2,436,2010,128000
23595,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,1258,1332,GasA,Y,0,1,0,1,4,1,Attchd,Fin,2,586,2010,260000
17082,ClearCr,Norm,1Fam,2Story,6,5,1978,1992,964,1117,GasA,Y,2,1,4,1,8,1,Attchd,Fin,2,522,2010,230000
18600,Edwards,Norm,1Fam,1.5Fin,3,4,1938,1990,288,972,GasA,Y,2,0,4,1,8,1,Attchd,RFn,1,480,2010,124000
10625,Edwards,Norm,1Fam,1Story,5,5,1920,1950,108,458,GasA,N,1,0,2,1,5,0,Basment,Unf,1,366,2010,83000
11479,Edwards,Norm,1Fam,1Story,6,7,1950,1987,104,663,GasA,Y,1,0,3,1,6,1,Attchd,Unf,1,467,2010,144500
9571,Edwards,Norm,1Fam,1Story,5,6,1956,1956,739,1144,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,596,2010,129000
9350,Edwards,Norm,1Fam,1.5Fin,4,6,1947,1979,192,756,GasA,Y,1,0,3,1,8,1,Detchd,Unf,1,209,2010,127000
9525,Edwards,Norm,1Fam,1Story,5,7,1954,1998,954,1172,GasA,Y,1,0,3,1,5,0,Attchd,Fin,1,366,2010,128000
10420,Edwards,Norm,1Fam,1Story,6,5,2009,2009,36,1212,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,460,2010,186000
17485,Edwards,Norm,1Fam,1Story,7,5,2009,2010,1346,1508,GasA,Y,1,0,1,1,5,2,Attchd,RFn,2,572,2010,308030
11200,Edwards,Norm,1Fam,1Story,5,3,1964,1964,0,1250,GasA,Y,2,0,3,1,5,0,Detchd,Unf,2,504,2010,114000
11100,Edwards,Norm,1Fam,1Story,4,7,1946,2006,0,0,GasA,Y,1,0,2,1,6,0,Detchd,Unf,1,308,2010,84900
9206,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,0,741,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,476,2010,178000
11980,SawyerW,Norm,1Fam,1Story,7,5,1987,1987,1433,1433,GasA,Y,1,1,1,1,4,2,Attchd,RFn,2,528,2010,270000
12361,SawyerW,Norm,1Fam,2Story,6,7,1993,1993,860,946,GasA,Y,2,1,3,1,8,1,2Types,RFn,4,1017,2010,218000
9938,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,750,1050,GasA,Y,2,1,3,1,8,1,Attchd,Fin,2,574,2010,236000
9069,SawyerW,Norm,1Fam,SFoyer,6,6,1992,1992,747,936,GasA,Y,1,0,2,1,5,0,Attchd,Unf,2,564,2010,147000
10475,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,0,1694,GasA,Y,2,0,3,1,7,0,Attchd,RFn,3,776,2010,245350
6762,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,686,1187,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,632,2010,206000
10402,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,0,1226,GasA,Y,2,0,3,1,6,0,Attchd,RFn,3,740,2010,198900
7360,CollgCr,Norm,1Fam,1Story,7,5,2010,2010,24,1222,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,615,2010,187000
12376,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,1470,1673,GasA,Y,3,0,5,1,11,2,Attchd,Unf,3,594,2010,320000
14235,SawyerW,Norm,1Fam,1.5Fin,6,8,1900,1993,0,676,GasA,Y,2,0,3,1,6,0,Detchd,Unf,2,484,2010,138500
8816,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,504,1010,GasA,Y,1,0,3,1,6,0,Attchd,Unf,2,440,2010,155000
11105,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,870,870,GasA,Y,1,0,2,1,4,0,Attchd,Unf,2,580,2010,159000
9337,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,353,878,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,513,2010,191000
8750,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,505,804,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,523,2010,200500
15240,CollgCr,Norm,1Fam,1Story,5,8,1977,2004,198,1026,GasA,Y,1,1,3,1,5,0,Attchd,Unf,1,308,2010,150000
10900,CollgCr,Norm,1Fam,2Story,6,7,1977,1977,378,689,GasA,Y,1,1,3,1,6,0,Attchd,Fin,1,299,2010,161750
10650,CollgCr,Norm,1Fam,1Story,5,6,1976,1976,182,894,GasA,Y,1,0,3,1,5,0,Attchd,Unf,1,308,2010,128200
7480,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,480,876,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,484,2010,127000
10389,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,1682,1978,GasA,Y,2,1,3,1,8,1,Attchd,RFn,3,850,2010,318000
11423,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,1358,1581,GasA,Y,2,0,3,1,6,1,Attchd,RFn,2,670,2010,272000
9548,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,483,941,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,613,2010,237000
9375,CollgCr,Norm,1Fam,2Story,7,5,1997,1997,0,1040,GasA,Y,2,1,4,1,9,1,Attchd,Fin,2,621,2010,240000
12137,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,0,1649,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,598,2010,224900
4435,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,672,848,GasA,Y,1,0,1,1,4,0,Attchd,Fin,2,420,2010,143750
4426,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,662,848,GasA,Y,1,0,1,1,3,0,Attchd,RFn,2,420,2010,143000
10635,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,370,1657,GasA,Y,2,0,3,1,8,1,Attchd,Fin,2,502,2010,232000
8400,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,712,1473,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,606,2010,213000
8773,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,24,1414,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,494,2010,185500
8777,Edwards,Feedr,1Fam,1Story,3,6,1945,2007,0,0,GasA,N,1,0,2,1,5,0,Detchd,Unf,1,240,2010,84900
8842,Edwards,Norm,1Fam,1Story,5,6,1954,1954,0,381,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,319,2010,155891
9825,Edwards,Norm,Duplex,1Story,5,5,1965,1965,0,0,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2010,100000
10044,Edwards,Norm,1Fam,1Story,5,6,1968,1968,1070,1196,GasA,Y,1,0,3,1,6,0,Attchd,RFn,1,336,2010,144000
11792,Edwards,Norm,1Fam,1.5Fin,4,5,1948,1950,0,744,GasA,N,1,0,2,1,5,0,Detchd,Unf,2,480,2010,64000
6305,Edwards,Norm,1Fam,SLvl,6,6,1975,1975,528,1008,GasA,Y,1,0,3,1,5,1,Detchd,Unf,1,352,2010,125200
7819,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,422,1029,GasA,Y,1,0,3,1,6,1,Detchd,Unf,2,672,2010,107000
6410,Edwards,Norm,1Fam,1Story,4,5,1958,1958,0,960,GasA,Y,1,0,3,1,5,0,NA,NA,0,0,2010,90000
8546,Edwards,Norm,1Fam,1Story,4,5,2003,2004,0,1121,GasA,Y,2,0,2,1,5,0,Attchd,RFn,2,440,2010,140000
8741,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,94,735,GasA,Y,1,1,3,1,7,1,Detchd,Unf,1,220,2010,113000
12180,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,348,672,Grav,N,1,0,2,1,5,0,Detchd,Unf,1,280,2010,80000
8562,Edwards,Norm,1Fam,1Story,5,6,1957,2002,383,1216,GasA,Y,1,0,4,1,7,1,Basment,Unf,1,364,2010,144500
4853,SWISU,Artery,1Fam,1Story,5,6,1924,1999,133,1107,GasA,N,2,0,2,1,5,1,Detchd,Unf,1,260,2010,104000
6858,SWISU,Norm,1Fam,2Story,6,4,1915,1950,0,806,GasA,N,1,1,4,1,6,0,Detchd,Unf,1,216,2010,128000
8212,Edwards,Norm,1Fam,1Story,3,3,1914,1950,203,864,GasA,N,1,0,2,1,5,0,Detchd,Unf,1,200,2010,58500
5000,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,218,1026,GasA,Y,2,0,3,1,6,1,Detchd,Unf,1,308,2010,127000
7890,SWISU,Norm,1Fam,1Story,6,6,1939,1950,238,856,GasA,Y,1,0,2,1,4,1,Detchd,Unf,2,399,2010,126000
7200,SWISU,Norm,Duplex,2Story,4,6,1967,1967,0,0,GasA,Y,3,0,6,2,10,0,NA,NA,0,0,2010,160000
9839,SWISU,Feedr,1Fam,1.5Fin,5,2,1931,1950,0,894,GasA,Y,1,0,3,1,7,1,NA,NA,0,0,2010,100000
9638,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,0,804,GasA,Y,2,0,4,1,10,1,Detchd,Unf,1,336,2010,169000
10452,Crawfor,Norm,1Fam,1.5Fin,7,6,1941,1985,426,1528,GasA,Y,1,1,4,1,8,2,Attchd,Unf,1,312,2010,257500
15600,Crawfor,Norm,Duplex,2Story,5,6,1950,1991,375,1032,GasA,Y,2,1,5,2,11,0,Detchd,Unf,2,484,2010,215000
9042,Crawfor,Norm,1Fam,2Story,7,9,1941,2006,275,1152,GasA,Y,2,0,4,1,9,2,Attchd,RFn,1,252,2010,266500
17500,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,1406,1902,GasA,Y,2,0,3,1,7,2,Attchd,Fin,2,567,2010,335000
19645,Crawfor,Norm,1Fam,SLvl,7,6,1994,2007,343,423,GasA,Y,2,1,3,1,6,0,BuiltIn,RFn,2,473,2010,203135
3907,Blueste,Norm,TwnhsE,1Story,8,6,1989,1989,747,982,GasA,Y,1,0,1,1,4,1,Attchd,Fin,2,598,2010,185000
3907,Blueste,Norm,TwnhsE,1Story,8,5,1989,1989,76,1191,GasA,Y,2,0,2,1,5,1,Attchd,Unf,2,531,2010,162500
15602,Crawfor,Norm,1Fam,1Story,7,8,1959,1997,1247,1501,GasA,Y,2,0,1,1,6,2,Attchd,Fin,2,484,2010,289000
5436,IDOTRR,Norm,1Fam,1.5Fin,4,8,1922,2007,735,796,GasA,Y,1,0,3,1,7,0,Detchd,Unf,1,240,2010,125500
8154,IDOTRR,Norm,1Fam,1Story,2,5,1941,1950,480,480,GasA,Y,1,0,1,1,4,0,Detchd,Unf,1,200,2010,82000
9140,IDOTRR,Norm,1Fam,1.5Fin,6,5,1921,1975,308,629,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,625,2010,110000
7500,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,0,698,GasA,Y,1,0,2,1,6,0,Detchd,RFn,2,528,2010,68400
8712,IDOTRR,Norm,1Fam,1.5Fin,4,7,1900,1950,0,859,GasA,Y,1,0,2,1,7,0,Detchd,RFn,1,384,2010,102776
8712,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,0,540,GasA,N,1,0,2,1,4,0,Basment,Unf,2,504,2010,55993
8712,IDOTRR,Norm,1Fam,1Story,4,7,1896,1950,0,756,GasA,Y,1,0,3,1,5,0,Detchd,RFn,1,330,2010,50138
3811,Crawfor,Artery,TwnhsE,1Story,8,5,2004,2005,1373,1594,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,525,2010,246000
11050,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,615,1049,GasA,Y,2,1,3,1,8,1,Attchd,Unf,3,741,2010,254900
9620,Mitchel,Norm,1Fam,SLvl,6,7,1977,1977,679,1243,GasA,Y,2,0,3,1,6,1,Attchd,Unf,2,473,2010,190000
9196,Mitchel,Norm,1Fam,1Story,7,5,2003,2003,0,1560,GasA,Y,2,0,3,1,7,0,Attchd,Fin,2,573,2010,201000
12328,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,539,1012,GasA,Y,1,0,3,1,6,0,Attchd,Unf,3,888,2010,169900
12760,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,0,1958,GasA,Y,3,0,5,2,9,0,2Types,Unf,2,776,2010,170000
57200,Timber,Norm,1Fam,1Story,5,5,1948,1950,353,747,GasA,Y,1,0,3,1,7,2,Detchd,Unf,2,572,2010,160000
11896,Timber,Norm,1Fam,1Story,7,5,2008,2008,78,1336,GasA,Y,2,0,3,1,6,1,Attchd,Fin,3,660,2010,220000
9803,Timber,Norm,1Fam,1Story,7,5,2009,2010,0,1214,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,520,2010,179781
9802,Timber,Norm,1Fam,2Story,5,5,2006,2007,0,384,GasA,Y,2,1,3,1,7,0,BuiltIn,Fin,2,400,2010,174000
12003,Timber,Norm,1Fam,2Story,8,5,2009,2010,0,774,GasA,Y,2,1,4,1,8,1,BuiltIn,Fin,3,680,2010,269500
11316,Timber,Norm,1Fam,2Story,7,5,2002,2003,624,817,GasA,Y,2,1,4,1,8,1,BuiltIn,Fin,2,510,2010,214900
14191,Timber,Norm,1Fam,2Story,8,5,2002,2002,0,967,GasA,Y,2,1,4,1,9,0,Attchd,Fin,2,431,2010,202900
13214,Timber,Norm,1Fam,1Story,9,5,2008,2009,0,2002,GasA,Y,2,0,3,1,10,1,Attchd,Fin,3,746,2010,378500
15300,Mitchel,Norm,1Fam,1Story,5,5,1965,1977,42,1068,GasA,Y,1,0,2,1,7,1,Attchd,Unf,2,528,2010,169000
10114,Mitchel,Norm,1Fam,1Story,5,5,2004,2005,0,1430,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,624,2010,173500
9400,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,0,912,GasA,Y,2,2,4,2,8,0,NA,NA,0,0,2010,139000
11875,Mitchel,Norm,1Fam,1Story,5,5,1999,1999,0,1344,GasA,Y,2,0,3,1,7,1,Attchd,Unf,2,686,2010,166500
1974,MeadowV,Norm,TwnhsE,2Story,4,5,1973,1973,334,546,GasA,Y,1,1,3,1,6,0,Attchd,RFn,1,286,2010,83500
2394,MeadowV,Norm,Twnhs,1Story,5,6,1973,1973,915,945,GasA,Y,1,0,2,1,5,1,Attchd,RFn,1,253,2010,119500
2592,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,129,536,GasA,Y,1,1,3,1,4,0,Attchd,Unf,1,336,2010,85000
1476,MeadowV,Norm,Twnhs,2Story,4,7,1970,1970,176,546,GasA,Y,1,1,3,1,5,0,NA,NA,0,0,2010,76000
1491,MeadowV,Norm,TwnhsE,SFoyer,4,6,1972,1972,150,630,GasA,Y,1,0,1,1,3,0,NA,NA,0,0,2010,75500
1900,MeadowV,Norm,TwnhsE,2Story,4,4,1970,1970,0,546,GasA,Y,1,1,3,1,5,0,NA,NA,0,0,2010,88250
1890,MeadowV,Norm,TwnhsE,2Story,4,6,1972,1972,294,546,GasA,Y,1,1,3,1,5,0,Attchd,Unf,1,286,2010,85500
6953,Mitchel,Norm,1Fam,1Story,5,7,1971,2004,469,864,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,352,2010,130000
26142,Mitchel,Norm,1Fam,1Story,5,7,1962,1962,593,1188,GasA,Y,1,0,3,1,6,0,Attchd,Unf,1,312,2010,157900
12887,Mitchel,Norm,1Fam,1Story,5,7,1984,1984,207,833,GasA,Y,1,0,2,1,5,0,Attchd,Unf,2,495,2010,149900
7700,Mitchel,Norm,Duplex,2Story,5,2,1985,1986,0,1216,GasA,Y,4,2,4,2,10,0,Attchd,Unf,2,616,2010,159000
10475,Mitchel,Norm,1Fam,2Story,5,5,1991,1991,458,624,GasA,Y,1,1,3,1,6,0,Detchd,Unf,2,576,2010,136000
10544,Mitchel,Norm,1Fam,1.5Fin,5,5,1969,1969,476,864,GasA,Y,2,0,5,1,8,0,Attchd,Fin,1,275,2010,161000
9892,Mitchel,Norm,1Fam,1Story,8,5,1994,1995,1341,1679,GasA,Y,2,1,3,1,6,2,Attchd,Unf,2,482,2010,285000
12961,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,944,1152,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,616,2010,231000
13008,NAmes,Norm,1Fam,1Story,6,5,1956,1956,564,882,GasA,Y,1,0,2,1,5,0,Attchd,Unf,1,502,2009,124500
10200,NAmes,Norm,1Fam,1Story,6,5,1974,1974,844,1434,GasA,Y,2,0,4,1,7,1,Attchd,RFn,2,528,2009,157000
13860,NAmes,Norm,1Fam,SLvl,8,7,1972,1995,1410,1952,GasA,Y,2,1,4,1,9,3,Attchd,Fin,2,538,2009,345000
10179,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,847,945,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,470,2009,189500
11792,Gilbert,Norm,1Fam,2Story,8,5,2003,2003,850,1008,GasA,Y,2,1,4,1,9,1,BuiltIn,Fin,3,632,2009,270000
8400,Gilbert,Norm,1Fam,SLvl,7,5,1996,1997,284,384,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,2,390,2009,189000
14892,Gilbert,Norm,1Fam,1Story,9,5,2006,2007,1320,1746,GasA,Y,2,0,3,1,7,2,Attchd,Fin,3,758,2009,377500
8530,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,0,384,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,2,400,2009,168500
7296,StoneBr,Norm,TwnhsE,1Story,8,5,2004,2005,1965,2208,GasA,Y,2,0,1,1,8,1,Attchd,Fin,2,564,2009,375000
5664,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,1158,1501,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,499,2009,278000
7380,StoneBr,Norm,1Fam,1Story,8,5,1998,1998,341,1418,GasA,Y,2,0,2,1,5,0,Attchd,Fin,2,495,2009,240000
8013,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,741,1587,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,528,2009,239500
8923,Gilbert,Norm,1Fam,SLvl,7,5,1998,1998,189,384,GasA,Y,2,1,3,1,7,1,BuiltIn,Fin,2,396,2009,177500
10141,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,0,832,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,427,2009,185000
7500,Gilbert,Norm,1Fam,2Story,6,5,1998,1999,476,952,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,440,2009,191000
7837,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,0,799,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,380,2009,178000
9765,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,310,680,GasA,Y,2,1,3,1,6,1,BuiltIn,Fin,2,420,2009,185000
8803,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,600,707,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,409,2009,181316
7250,Gilbert,Norm,1Fam,1Story,6,5,1993,1993,0,1181,GasA,Y,2,0,3,1,6,1,Attchd,Unf,2,430,2009,166000
9636,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,0,808,GasA,Y,2,1,3,1,7,1,BuiltIn,RFn,2,389,2009,178000
8125,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,0,702,GasA,Y,2,1,3,1,6,1,Attchd,Fin,2,343,2009,174000
9248,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,560,1158,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,400,2009,173000
10762,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,694,978,GasA,Y,2,1,3,1,9,1,Attchd,Fin,2,490,2009,225000
11851,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,0,1424,GasA,Y,2,0,3,1,5,0,Attchd,RFn,2,500,2009,180500
5814,StoneBr,Norm,TwnhsE,1Story,8,5,1984,1984,1036,1220,GasA,Y,1,0,1,1,4,1,Attchd,RFn,2,565,2009,187500
